4.553854e-01	2.020879e-01	-4.253379e-01
4.743075e-01	1.650810e-01	-3.918447e-01
4.862961e-01	1.663375e-01	-3.923564e-01
4.986830e-01	1.677873e-01	-3.927153e-01
4.407695e-01	1.618656e-01	-3.870100e-01
4.298754e-01	1.610271e-01	-3.868935e-01
4.206393e-01	1.605263e-01	-3.870194e-01
5.150703e-01	1.896921e-01	-1.667183e-01
4.119629e-01	1.821718e-01	-1.348411e-01
4.746769e-01	2.462458e-01	-3.399455e-01
4.343131e-01	2.426369e-01	-3.300704e-01
6.052084e-01	4.324444e-01	-7.925820e-02
3.260041e-01	4.418896e-01	-1.838190e-02
6.733946e-01	7.388548e-01	-1.154170e-01
2.006907e-01	7.274363e-01	8.240022e-03
5.535955e-01	8.160514e-01	-3.576798e-01
3.483363e-01	8.165151e-01	-2.813675e-01
5.209680e-01	8.536003e-01	-4.416582e-01
3.974397e-01	8.646153e-01	-3.614963e-01
5.046281e-01	8.121479e-01	-4.517984e-01
4.188798e-01	8.231684e-01	-3.763447e-01
5.071924e-01	7.958537e-01	-3.642066e-01
4.097968e-01	8.041546e-01	-2.933383e-01
5.413734e-01	9.789075e-01	-8.722434e-04
3.637755e-01	9.774336e-01	3.825026e-03
5.480390e-01	1.429156e+00	-1.296635e-01
3.551641e-01	1.420482e+00	-1.379332e-01
5.320042e-01	1.819793e+00	1.598175e-01
3.550201e-01	1.804708e+00	3.230761e-01
5.337384e-01	1.867629e+00	1.756857e-01
3.537526e-01	1.849821e+00	3.571101e-01
5.093669e-01	1.958760e+00	-1.438120e-01
3.739538e-01	1.943833e+00	3.994509e-02
4.554128e-01	2.020742e-01	-6.233156e-01
4.742861e-01	1.651380e-01	-5.766156e-01
4.863320e-01	1.664904e-01	-5.772178e-01
4.986349e-01	1.679833e-01	-5.775996e-01
4.405403e-01	1.617706e-01	-5.774068e-01
4.296619e-01	1.608394e-01	-5.774282e-01
4.199834e-01	1.601713e-01	-5.775293e-01
5.149844e-01	1.897269e-01	-2.782134e-01
4.104064e-01	1.817988e-01	-2.769563e-01
4.748523e-01	2.456187e-01	-5.101320e-01
4.342334e-01	2.416572e-01	-5.094263e-01
6.025463e-01	4.344567e-01	-1.410738e-01
3.244809e-01	4.375032e-01	-8.834281e-02
6.708502e-01	7.390645e-01	-1.545421e-01
2.024398e-01	7.274517e-01	-6.982390e-02
5.385078e-01	8.160614e-01	-4.616426e-01
3.471975e-01	8.228977e-01	-4.652793e-01
5.037675e-01	8.544095e-01	-5.707191e-01
3.904438e-01	8.701978e-01	-5.663801e-01
4.821326e-01	8.178363e-01	-5.892298e-01
4.105271e-01	8.346834e-01	-5.993609e-01
4.866250e-01	8.010819e-01	-4.727557e-01
4.029206e-01	8.134521e-01	-4.865342e-01
5.411825e-01	9.806200e-01	-8.670440e-04
3.612749e-01	9.804615e-01	3.832634e-03
5.500726e-01	1.422401e+00	-2.523068e-01
3.551420e-01	1.420255e+00	-2.647134e-01
5.338922e-01	1.810366e+00	1.436848e-01
3.584722e-01	1.804438e+00	2.960435e-01
5.350007e-01	1.860286e+00	1.668031e-01
3.571419e-01	1.850464e+00	3.356888e-01
5.132069e-01	1.946511e+00	-1.850275e-01
3.765458e-01	1.940712e+00	-2.338797e-02
4.546090e-01	2.018484e-01	-6.280835e-01
4.732254e-01	1.649463e-01	-5.801820e-01
4.858102e-01	1.663448e-01	-5.807795e-01
4.978010e-01	1.678179e-01	-5.811582e-01
4.387875e-01	1.613486e-01	-5.811693e-01
4.280439e-01	1.602709e-01	-5.812016e-01
4.175681e-01	1.594266e-01	-5.813072e-01
5.141360e-01	1.890999e-01	-2.781294e-01
4.077213e-01	1.810086e-01	-2.774745e-01
4.743198e-01	2.442147e-01	-5.137355e-01
4.329648e-01	2.402833e-01	-5.131730e-01
5.990518e-01	4.351081e-01	-1.380960e-01
3.186766e-01	4.346717e-01	-8.397754e-02
6.680637e-01	7.380589e-01	-1.487033e-01
2.020760e-01	7.275713e-01	-5.003319e-02
5.306529e-01	8.191133e-01	-4.435572e-01
3.350566e-01	8.285339e-01	-4.337315e-01
4.940651e-01	8.611930e-01	-5.505532e-01
3.696344e-01	8.776771e-01	-5.328773e-01
4.705260e-01	8.280726e-01	-5.727216e-01
3.927802e-01	8.447292e-01	-5.713675e-01
4.756579e-01	8.095475e-01	-4.555359e-01
3.868943e-01	8.200461e-01	-4.566998e-01
5.399556e-01	9.851080e-01	-1.852359e-04
3.559176e-01	9.834248e-01	3.265365e-03
5.500599e-01	1.422256e+00	-2.566616e-01
3.541147e-01	1.423209e+00	-2.779240e-01
5.342804e-01	1.810231e+00	1.382408e-01
3.590953e-01	1.808998e+00	2.866755e-01
5.351768e-01	1.860351e+00	1.627464e-01
3.578199e-01	1.858674e+00	3.269003e-01
5.148621e-01	1.946380e+00	-1.931058e-01
3.773667e-01	1.942697e+00	-3.805964e-02
4.537309e-01	2.017372e-01	-6.034650e-01
4.716419e-01	1.647384e-01	-5.558093e-01
4.848867e-01	1.662491e-01	-5.564059e-01
4.965510e-01	1.677601e-01	-5.567561e-01
4.361235e-01	1.610711e-01	-5.570159e-01
4.252699e-01	1.600416e-01	-5.570636e-01
4.136415e-01	1.593038e-01	-5.572016e-01
5.128249e-01	1.890861e-01	-2.628841e-01
4.031934e-01	1.811224e-01	-2.623317e-01
4.741664e-01	2.436450e-01	-4.928333e-01
4.311191e-01	2.399990e-01	-4.923682e-01
5.944583e-01	4.355938e-01	-1.306019e-01
3.165185e-01	4.347765e-01	-8.138502e-02
6.567222e-01	7.371953e-01	-1.377398e-01
2.020768e-01	7.279934e-01	-4.110887e-02
5.244890e-01	8.203543e-01	-4.264334e-01
3.348609e-01	8.373015e-01	-3.931974e-01
4.884225e-01	8.689399e-01	-5.255321e-01
3.719441e-01	8.894435e-01	-4.850007e-01
4.629247e-01	8.363655e-01	-5.451016e-01
3.925616e-01	8.587734e-01	-5.167941e-01
4.691686e-01	8.156024e-01	-4.362927e-01
3.836698e-01	8.313277e-01	-4.124133e-01
5.351225e-01	9.862480e-01	1.632069e-03
3.518334e-01	9.833667e-01	1.555157e-03
5.444842e-01	1.420495e+00	-2.462603e-01
3.494758e-01	1.422895e+00	-3.367539e-01
5.272284e-01	1.805480e+00	1.368879e-01
3.565249e-01	1.808834e+00	2.441477e-01
5.270034e-01	1.855295e+00	1.613900e-01
3.548851e-01	1.858469e+00	2.873165e-01
5.084208e-01	1.942682e+00	-1.884905e-01
3.756176e-01	1.942379e+00	-7.583089e-02
4.495922e-01	2.007817e-01	-5.714002e-01
4.673244e-01	1.640436e-01	-5.249933e-01
4.806314e-01	1.655007e-01	-5.255875e-01
4.926851e-01	1.670485e-01	-5.259351e-01
4.316059e-01	1.602995e-01	-5.259047e-01
4.203903e-01	1.591503e-01	-5.259481e-01
4.086482e-01	1.583971e-01	-5.261182e-01
5.078619e-01	1.880219e-01	-2.609295e-01
3.982915e-01	1.802899e-01	-2.392651e-01
4.700877e-01	2.416522e-01	-4.640368e-01
4.267274e-01	2.381567e-01	-4.629752e-01
5.887535e-01	4.368204e-01	-9.917739e-02
3.088574e-01	4.324088e-01	-7.672934e-02
